Statistik från Skolverket, https://www.skolverket.se

Grundskola - Relationen mellan nationella prov och slutbetyg årskurs 9, svenska/svenska som andraspråk, matematik och engelska
Valt läsår: 2024/25

Exporten visar statistik om det finns minst 15 elever i årskurs 9 med både slutbetyg och provbetyg i 
ämnena svenska, matematik eller engelska.
Om data saknas visas en prick (.) istället för utfall.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Svenska, antal elever med provbetyg och slutbetyg;Svenska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Matematik, antal elever med provbetyg och slutbetyg;Matematik, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med lika slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med högre slutbetyg jämfört med provbetyget;Engelska, antal elever med provbetyg och slutbetyg;Engelska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Svenska som andraspråk, antal elever med provbetyg och slutbetyg;Svenska som andraspråk, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med högre slutbetyg jämfört med provbetyget;
Funkaboskolan;21736926;Kalmar;0880;Kommunal;Kalmar kommun;2120000746;72;4,2;76,4;19,4;88;2,3;73,9;23,9;91;11,0;85,7;3,3;15;.;73,3;26,7;
Lindsdalsskolorna;51848797;Kalmar;0880;Kommunal;Kalmar kommun;2120000746;111;2,7;65,8;31,5;119;11,8;74,8;13,4;110;8,2;86,4;5,5;.;.;.;.;
Nordic International School Kalmar;51786225;Kalmar;0880;Enskild;Nordic International School AB;5566102033;29;3,4;55,2;41,4;48;2,1;75,0;22,9;39;.;89,7;10,3;.;.;.;.;
Smedbyskolan;27675952;Kalmar;0880;Kommunal;Kalmar kommun;2120000746;53;1,9;62,3;35,8;60;.;66,7;33,3;62;3,2;90,3;6,5;.;.;.;.;
Södermöreskolan;79012102;Kalmar;0880;Kommunal;Kalmar kommun;2120000746;71;7,0;62,0;31,0;73;1,4;69,9;28,8;67;10,4;70,1;19,4;.;.;.;.;
Södra skolan;13936858;Kalmar;0880;Enskild;Södra skolan i Kalmar AB;5566966031;74;.;75,7;24,3;73;2,7;79,5;17,8;69;7,2;76,8;15,9;.;.;.;.;
Tallhagsskolan;74570653;Kalmar;0880;Kommunal;Kalmar kommun;2120000746;110;6,4;61,8;31,8;169;2,4;75,7;21,9;168;12,5;77,4;10,1;59;.;62,7;37,3;
Västra Skolan Kalmar;94235119;Kalmar;0880;Enskild;CIS Kalmar AB;5565896213;71;.;57,7;42,3;76;.;78,9;21,1;78;5,1;85,9;9,0;.;.;.;.;
Carl Johanskolan;34231336;Karlsborg;1446;Kommunal;Karlsborgs kommun;2120001629;60;5,0;88,3;6,7;63;.;73,0;27,0;62;6,5;90,3;3,2;.;.;.;.;
Norrevångskolan;89878714;Karlshamn;1082;Kommunal;Karlshamns kommun;2120000845;62;3,2;61,3;35,5;69;.;87,0;13,0;72;6,9;86,1;6,9;.;.;.;.;
Stenbackaskolan;16767324;Karlshamn;1082;Kommunal;Karlshamns kommun;2120000845;86;2,3;53,5;44,2;96;1,0;61,5;37,5;98;20,4;70,4;9,2;.;.;.;.;
Tegnérskolan Karlshamn;16249641;Karlshamn;1082;Enskild;Skolalliansen i Sverige AB;5567497051;66;6,1;72,7;21,2;73;1,4;75,3;23,3;70;24,3;68,6;7,1;.;.;.;.;
Waldorfskolan i Karlshamn;22909101;Karlshamn;1082;Enskild;Daggkåpan Ekonomisk Förening;7164056082;.;.;.;.;16;.;56,3;43,8;19;.;100,0;.;.;.;.;.;
Österslättsskolan;43859477;Karlshamn;1082;Kommunal;Karlshamns kommun;2120000845;70;7,1;58,6;34,3;105;5,7;68,6;25,7;105;21,0;71,4;7,6;35;2,9;65,7;31,4;
Bregårdsskolan 7-9;71762216;Karlskoga;1883;Kommunal;Karlskoga kommun;2120001991;100;8,0;58,0;34,0;119;3,4;59,7;37,0;120;10,8;70,0;19,2;21;4,8;42,9;52,4;
Skrantaskolan;65654358;Karlskoga;1883;Kommunal;Karlskoga kommun;2120001991;84;4,8;78,6;16,7;113;.;90,3;9,7;111;8,1;84,7;7,2;28;.;50,0;50,0;
Österledskolan;34767418;Karlskoga;1883;Kommunal;Karlskoga kommun;2120001991;85;4,7;83,5;11,8;80;1,3;87,5;11,3;83;6,0;89,2;4,8;.;.;.;.;
Friskolan Svettpärlan;93964634;Karlskrona;1080;Enskild;Friskolan Svettpärlan AB;5565570446;26;7,7;61,5;30,8;26;.;80,8;19,2;25;.;96,0;4,0;.;.;.;.;
Innovitaskolan Karlskrona;10662754;Karlskrona;1080;Enskild;AcadeMedia fria grundskolor AB;5569320699;91;6,6;86,8;6,6;99;.;73,7;26,3;97;18,6;79,4;2,1;.;.;.;.;
Jämjö kunskapscentrum F-9;97495074;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;91;6,6;69,2;24,2;89;.;89,9;10,1;93;20,4;74,2;5,4;.;.;.;.;
Karlskrona Montessorifriskola;67509465;Karlskrona;1080;Enskild;Karlskrona Montessorifriskola AB;5565030599;22;.;50,0;50,0;26;.;80,8;19,2;24;12,5;87,5;.;.;.;.;.;
Lyckeby kunskapscentrum F-9;55709634;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;68;1,5;77,9;20,6;84;2,4;85,7;11,9;86;8,1;87,2;4,7;19;.;84,2;15,8;
Musikugglan;93919365;Karlskrona;1080;Enskild;Tant Grön AB;5564127099;51;.;84,3;15,7;49;.;87,8;12,2;50;2,0;74,0;24,0;.;.;.;.;
Nättraby kunskapscentrum F-9;76323160;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;78;2,6;79,5;17,9;78;.;75,6;24,4;78;11,5;83,3;5,1;.;.;.;.;
Piggelinen;99469094;Karlskrona;1080;Enskild;Friskolan PANEA AB;5567260954;22;18,2;72,7;9,1;17;.;82,4;17,6;17;.;94,1;5,9;.;.;.;.;
Rosenholmskolan Sport College 7-9;89523926;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;52;.;76,9;23,1;50;4,0;70,0;26,0;54;7,4;81,5;11,1;.;.;.;.;
Rödebyskolan 7-9;88404717;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;66;10,6;50,0;39,4;62;3,2;59,7;37,1;64;26,6;68,8;4,7;.;.;.;.;
Sunnadalskolan F-9;21608206;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;.;.;.;.;31;3,2;90,3;6,5;32;31,3;68,8;.;21;.;66,7;33,3;
Wämöskolan 7-9;63323984;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;51;9,8;64,7;25,5;83;1,2;75,9;22,9;79;10,1;82,3;7,6;29;10,3;62,1;27,6;
Frödingskolan;22049068;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;30;3,3;76,7;20,0;57;.;64,9;35,1;54;14,8;85,2;.;26;.;53,8;46,2;
Hultsbergsskolan 7-9;99406709;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;54;7,4;66,7;25,9;64;7,8;81,3;10,9;64;12,5;78,1;9,4;.;.;.;.;
Ilandaskolan;27418903;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;153;3,9;55,6;40,5;157;1,3;54,8;43,9;155;31,6;61,3;7,1;.;.;.;.;
Internationella Engelska Skolan Karlstad;93730568;Karlstad;1780;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;98;12,2;72,4;15,3;121;2,5;72,7;24,8;121;5,0;86,8;8,3;28;.;75,0;25,0;
Mariebergsskolan;81424988;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;104;2,9;74,0;23,1;114;.;65,8;34,2;115;17,4;68,7;13,9;.;.;.;.;
Nordic International School Karlstad;14290135;Karlstad;1780;Enskild;Nordic International School AB;5566102033;35;2,9;77,1;20,0;58;.;81,0;19,0;59;5,1;79,7;15,3;22;9,1;77,3;13,6;
Norrstrandsskolan 7-9;20191380;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;169;2,4;58,6;39,1;168;2,4;69,6;28,0;180;20,6;73,9;5,6;.;.;.;.;
Nyeds skola;41081474;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;26;.;80,8;19,2;28;.;100,0;.;28;.;100,0;.;.;.;.;.;
Rudsskolan;23345056;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;148;2,7;42,6;54,7;168;1,8;64,3;33,9;166;9,0;75,9;15,1;18;.;22,2;77,8;
Solstadens skola;85092070;Karlstad;1780;Enskild;Edukatus Alliance AB;5566139290;18;.;38,9;61,1;21;.;28,6;71,4;19;.;84,2;15,8;.;.;.;.;
Vålbergsskolan 7-9;80659104;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;40;7,5;72,5;20,0;44;.;36,4;63,6;42;14,3;85,7;.;.;.;.;.;
Järvenskolan;89029385;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;216;3,7;50,9;45,4;281;0,4;56,9;42,7;286;16,1;66,8;17,1;70;4,3;54,3;41,4;
Kunskapsskolan Katrineholm;16603772;Katrineholm;0483;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;85;.;84,7;15,3;90;.;84,4;15,6;90;5,6;82,2;12,2;.;.;.;.;
Sannerudsskolan 7-9;83291761;Kil;1715;Kommunal;Kils kommun;2120001751;100;4,0;53,0;43,0;95;1,1;46,3;52,6;93;7,5;81,7;10,8;.;.;.;.;
Värgårdsskolan 7-9;75296593;Kinda;0513;Kommunal;Kinda kommun;2120000399;90;3,3;83,3;13,3;100;2,0;80,0;18,0;97;23,7;70,1;6,2;.;.;.;.;
Högalidskolan 4-9;80693905;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;97;12,4;63,9;23,7;105;1,0;62,9;36,2;103;57,3;42,7;.;.;.;.;.;
Nya Raketskolan 7-9;43351950;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;72;1,4;27,8;70,8;67;.;41,8;58,2;68;.;94,1;5,9;.;.;.;.;
Vargen Kiruna;73281949;Kiruna;2584;Enskild;Skolalliansen i Sverige AB;5567497051;25;12,0;48,0;40,0;25;.;80,0;20,0;25;8,0;76,0;16,0;.;.;.;.;
Vittangi skola;76314428;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;.;.;.;.;15;.;26,7;73,3;15;.;93,3;6,7;.;.;.;.;
Ljungbyhedsskolan;75091646;Klippan;1276;Kommunal;Klippans kommun;2120000928;39;.;69,2;30,8;44;.;79,5;20,5;43;16,3;69,8;14,0;.;.;.;.;
Snyggatorpsskolan;10822811;Klippan;1276;Kommunal;Klippans kommun;2120000928;94;1,1;50,0;48,9;131;.;50,4;49,6;131;17,6;69,5;13,0;31;.;45,2;54,8;
Adolfsbergsskolan;22335099;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;113;2,7;54,9;42,5;122;5,7;77,9;16,4;123;12,2;45,5;42,3;.;.;.;.;
Margarethaskolan;51867275;Knivsta;0330;Enskild;Margarethaskolans grundskola AB;5594050360;19;.;68,4;31,6;19;.;84,2;15,8;18;.;94,4;5,6;.;.;.;.;
Thunmanskolan;92364234;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;86;7,0;43,0;50,0;95;3,2;71,6;25,3;97;34,0;57,7;8,2;.;.;.;.;
Gudmundråskolan;11159060;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;92;4,3;65,2;30,4;105;1,0;59,0;40,0;113;15,9;75,2;8,8;15;.;66,7;33,3;
Högakustenskolan;75515918;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;59;3,4;71,2;25,4;59;5,1;69,5;25,4;60;3,3;88,3;8,3;.;.;.;.;
Antonskolan Blekedamm;14555807;Kristianstad;1290;Enskild;Anton Utbildning AB;5566024906;20;.;45,0;55,0;23;8,7;69,6;21,7;23;.;100,0;.;.;.;.;.;
Antonskolan Österäng;57538739;Kristianstad;1290;Enskild;Anton Utbildning AB;5566024906;.;.;.;.;21;.;81,0;19,0;22;18,2;81,8;.;.;.;.;.;
Axonaskolan;81452013;Kristianstad;1290;Enskild;Axona Dendron AB;5565937868;23;.;65,2;34,8;23;.;82,6;17,4;22;4,5;90,9;4,5;.;.;.;.;
Degebergaskolan MH;58419840;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;59;.;76,3;23,7;61;1,6;73,8;24,6;64;4,7;89,1;6,3;.;.;.;.;
Fjälkinge skola H;13802549;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;70;2,9;68,6;28,6;72;1,4;55,6;43,1;72;23,6;66,7;9,7;.;.;.;.;
Fröknegårdskolan H1;80871896;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;15;6,7;53,3;40,0;65;4,6;89,2;6,2;69;11,6;72,5;15,9;52;.;57,7;42,3;
Fröknegårdskolan H2;97438636;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;17;.;41,2;58,8;20;.;90,0;10,0;20;10,0;90,0;.;.;.;.;.;
Montessori Mondial Kristianstad;72491525;Kristianstad;1290;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;16;6,3;43,8;50,0;30;.;46,7;53,3;29;13,8;72,4;13,8;.;.;.;.;
Norretullskolan;59782586;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;33;21,2;57,6;21,2;73;2,7;75,3;21,9;75;13,3;80,0;6,7;39;12,8;59,0;28,2;
Nosabyskolan H;98284563;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;110;9,1;69,1;21,8;132;0,8;77,3;22,0;133;11,3;82,0;6,8;24;8,3;79,2;12,5;
Rönnowskolan H2;13756290;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;148;5,4;55,4;39,2;142;4,2;85,2;10,6;147;32,0;61,9;6,1;.;.;.;.;
Slättängsskolan H1;15401823;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;44;4,5;56,8;38,6;69;.;76,8;23,2;73;19,2;68,5;12,3;28;.;50,0;50,0;
Slättängsskolan H2;15700323;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;38;2,6;68,4;28,9;38;5,3;81,6;13,2;38;2,6;71,1;26,3;.;.;.;.;
Spängerskolan LMH;48514283;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;20;20,0;75,0;5,0;23;21,7;73,9;4,3;24;16,7;79,2;4,2;.;.;.;.;
Tollarps skola H;58680588;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;40;.;52,5;47,5;49;.;36,7;63,3;46;19,6;80,4;.;.;.;.;.;
Väskolan H;53662534;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;32;.;46,9;53,1;44;.;75,0;25,0;44;2,3;77,3;20,5;.;.;.;.;
Öllsjöskolan MH;46211392;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;36;2,8;41,7;55,6;52;.;48,1;51,9;53;3,8;86,8;9,4;15;.;60,0;40,0;
Önnestads skola H;18636287;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;41;2,4;46,3;51,2;46;.;67,4;32,6;48;39,6;56,3;4,2;.;.;.;.;
Djurgårdsskolan 7-9;81821703;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;60;16,7;48,3;35,0;66;4,5;66,7;28,8;64;28,1;68,8;3,1;.;.;.;.;
Stenstalidskolan 7-9;30684096;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;68;5,9;60,3;33,8;76;1,3;71,1;27,6;75;6,7;74,7;18,7;.;.;.;.;
Södermalmsskolan 7-9;70156609;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;53;9,4;54,7;35,8;68;4,4;70,6;25,0;70;7,1;88,6;4,3;16;.;75,0;25,0;
Nyhedens skola;40025257;Krokom;2309;Kommunal;Krokoms kommun;2120002478;71;2,8;77,5;19,7;74;5,4;79,7;14,9;74;18,9;75,7;5,4;.;.;.;.;
Ås skola 7-9;54952732;Krokom;2309;Kommunal;Krokoms kommun;2120002478;72;16,7;65,3;18,1;73;4,1;71,2;24,7;71;26,8;71,8;1,4;.;.;.;.;
Änge skola 7-9;25036714;Krokom;2309;Kommunal;Krokoms kommun;2120002478;28;3,6;57,1;39,3;32;21,9;68,8;9,4;31;6,5;80,6;12,9;.;.;.;.;
Kumlaby skola 7-9;75692870;Kumla;1881;Kommunal;Kumla kommun;2120001975;65;.;26,2;73,8;78;.;48,7;51,3;71;.;84,5;15,5;.;.;.;.;
Skogstorpsskolan 7-9;44243725;Kumla;1881;Kommunal;Kumla kommun;2120001975;101;7,9;67,3;24,8;101;3,0;69,3;27,7;105;20,0;67,6;12,4;.;.;.;.;
Vialundskolan;99992013;Kumla;1881;Kommunal;Kumla kommun;2120001975;66;12,1;47,0;40,9;.;.;.;.;88;14,8;69,3;15,9;21;4,8;61,9;33,3;
Frillesåsskolan 7-9;67578984;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;44;13,6;52,3;34,1;47;.;48,9;51,1;47;29,8;66,0;4,3;.;.;.;.;
Gottskär Grundskola;90784555;Kungsbacka;1384;Enskild;Gottskär Grundskola Ekonomisk förening;7696013361;22;4,5;59,1;36,4;23;.;73,9;26,1;23;13,0;78,3;8,7;.;.;.;.;
Hålabäcksskolan B;77163912;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;57;12,3;68,4;19,3;55;3,6;74,5;21,8;59;25,4;71,2;3,4;.;.;.;.;
Internationella Engelska Skolan Kungsbacka;25278170;Kungsbacka;1384;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;73;2,7;83,6;13,7;79;1,3;75,9;22,8;82;1,2;97,6;1,2;.;.;.;.;
Kapareskolan A-D;28803215;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;82;3,7;73,2;23,2;87;1,1;81,6;17,2;81;24,7;69,1;6,2;.;.;.;.;
Kapareskolan E-H;84111198;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;89;10,1;68,5;21,3;90;.;74,4;25,6;87;18,4;74,7;6,9;.;.;.;.;
KMS Kullaviks Montessoriskola;10902849;Kungsbacka;1384;Enskild;Kullaviks Montessoriskola Ekonomisk förening;7164422243;25;4,0;72,0;24,0;25;.;92,0;8,0;23;8,7;91,3;.;.;.;.;.;
Kollaskolan 7-9;47579620;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;64;3,1;79,7;17,2;60;.;58,3;41,7;66;21,2;77,3;1,5;.;.;.;.;
Kullaviksskolan 4-9A;10368319;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;64;.;43,8;56,3;67;.;94,0;6,0;66;4,5;89,4;6,1;.;.;.;.;
Maleviksskolan;39915890;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;25;.;84,0;16,0;30;.;53,3;46,7;29;24,1;69,0;6,9;.;.;.;.;
Nova Montessoriskola åk 6-9;56655808;Kungsbacka;1384;Enskild;Montenova Montessoriskola Ekonomisk Förening;7696022248;26;3,8;53,8;42,3;24;.;87,5;12,5;26;34,6;65,4;.;.;.;.;.;
Skårbyskolan Norr;39992436;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;41;4,9;53,7;41,5;42;.;71,4;28,6;43;34,9;60,5;4,7;.;.;.;.;
Skårbyskolan Söder;46721838;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;45;4,4;46,7;48,9;54;3,7;53,7;42,6;51;33,3;58,8;7,8;.;.;.;.;
Smedingeskolan Norr;35822371;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;89;9,0;55,1;36,0;89;.;42,7;57,3;83;15,7;73,5;10,8;.;.;.;.;
Särö skola 6-9;72090315;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;53;.;86,8;13,2;59;1,7;42,4;55,9;59;8,5;88,1;3,4;.;.;.;.;
Varlaskolan Nord;28729598;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;76;3,9;61,8;34,2;86;2,3;89,5;8,1;84;11,9;82,1;6,0;.;.;.;.;
Varlaskolan Syd;93339853;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;63;3,2;57,1;39,7;70;5,7;85,7;8,6;67;9,0;80,6;10,4;.;.;.;.;
Varlaskolan Sydväst;84159690;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;43;4,7;86,0;9,3;44;.;56,8;43,2;46;28,3;63,0;8,7;.;.;.;.;
Vittra Forsgläntan;42568760;Kungsbacka;1384;Enskild;Vittraskolorna AB;5564586716;41;.;87,8;12,2;44;.;81,8;18,2;43;9,3;79,1;11,6;.;.;.;.;
Åsaskolan 7-9AD;62677187;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;56;.;58,9;41,1;56;.;100,0;.;57;1,8;86,0;12,3;.;.;.;.;
Åsaskolan 7-9FI;56285442;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;50;4,0;64,0;32,0;49;.;95,9;4,1;55;12,7;80,0;7,3;.;.;.;.;
Kung Karls skola;18715425;Kungsör;1960;Kommunal;Kungsörs kommun;2120002056;76;.;68,4;31,6;85;1,2;76,5;22,4;88;23,9;71,6;4,5;.;.;.;.;
Friskolan i Kärna;25790317;Kungälv;1482;Enskild;Mona Hurtig Skol AB;5565204129;39;12,8;71,8;15,4;40;2,5;55,0;42,5;40;.;90,0;10,0;.;.;.;.;
Montessoriskolan Älvkullen;49323438;Kungälv;1482;Enskild;Stiftelsen Montessori för Alla Barn;8533010537;16;12,5;68,8;18,8;16;.;75,0;25,0;.;.;.;.;.;.;.;.;
Munkegärdeskolan;51596946;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;118;2,5;83,1;14,4;119;1,7;88,2;10,1;123;9,8;83,7;6,5;.;.;.;.;
Strandskolan Montessoriföreningen i Kungälv;21917957;Kungälv;1482;Enskild;Strandskolan, Montessoriföreningen i Kungälv;8533007004;23;8,7;73,9;17,4;24;.;83,3;16,7;26;34,6;65,4;.;.;.;.;.;
Thorildskolan 1;73505986;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;143;7,7;52,4;39,9;161;3,7;83,2;13,0;153;10,5;87,6;2,0;15;6,7;60,0;33,3;
Ytterbyskolan 1;63621283;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;181;8,3;48,1;43,6;184;2,2;53,3;44,6;184;19,0;77,7;3,3;.;.;.;.;
Barsebäcks Montessoriskola;22957852;Kävlinge;1261;Enskild;Barsebäcks Montessori Ekonomisk Förening;7696006191;22;4,5;50,0;45,5;22;22,7;77,3;.;22;9,1;90,9;.;.;.;.;.;
Korsbackaskolan;46107605;Kävlinge;1261;Kommunal;Kävlinge kommun;2120001058;138;2,2;76,8;21,0;149;.;73,2;26,8;158;3,2;89,9;7,0;15;.;6,7;93,3;
Noblaskolan Löddeköpinge;19504051;Kävlinge;1261;Enskild;AcadeMedia fria grundskolor AB;5569320699;52;1,9;69,2;28,8;52;5,8;75,0;19,2;50;12,0;80,0;8,0;.;.;.;.;
Tolvåkerskolan 7-9;13578112;Kävlinge;1261;Kommunal;Kävlinge kommun;2120001058;137;9,5;65,0;25,5;140;2,1;72,1;25,7;146;8,2;82,2;9,6;.;.;.;.;
Karlbergsskolan;31319179;Köping;1983;Kommunal;Köpings kommun;2120002114;107;3,7;53,3;43,0;113;11,5;75,2;13,3;118;6,8;76,3;16,9;.;.;.;.;
Malmaskolan 4-9;49665496;Köping;1983;Kommunal;Köpings kommun;2120002114;49;14,3;59,2;26,5;49;.;77,6;22,4;51;27,5;72,5;.;.;.;.;.;
Scheeleskolan;24379201;Köping;1983;Kommunal;Köpings kommun;2120002114;55;1,8;69,1;29,1;93;.;52,7;47,3;83;10,8;84,3;4,8;37;.;64,9;35,1;
Lagaholmsskolan;50150550;Laholm;1381;Kommunal;Laholms kommun;2120001223;94;8,5;56,4;35,1;114;.;69,3;30,7;111;14,4;78,4;7,2;20;5,0;65,0;30,0;
Veingeskolan 7-9;95134514;Laholm;1381;Kommunal;Laholms kommun;2120001223;61;6,6;63,9;29,5;72;.;72,2;27,8;72;1,4;95,8;2,8;.;.;.;.;
Våxtorpsskolan 7-9;50172802;Laholm;1381;Kommunal;Laholms kommun;2120001223;68;10,3;50,0;39,7;77;3,9;74,0;22,1;72;12,5;63,9;23,6;.;.;.;.;
Asmundtorps skola;70803452;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;40;5,0;65,0;30,0;45;.;46,7;53,3;45;8,9;80,0;11,1;.;.;.;.;
Glumslövs skola;30917121;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;57;.;71,9;28,1;64;.;60,9;39,1;62;6,5;74,2;19,4;.;.;.;.;
Innovitaskolan Landskrona;94830241;Landskrona;1282;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;.;.;.;.;15;.;60,0;40,0;15;6,7;73,3;20,0;.;.;.;.;
Internationella Engelska Skolan Landskrona;21085818;Landskrona;1282;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;47;.;85,1;14,9;58;1,7;43,1;55,2;60;1,7;60,0;38,3;.;.;.;.;
Kunskapsskolan Landskrona;60956248;Landskrona;1282;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;28;.;82,1;17,9;70;.;80,0;20,0;62;.;100,0;.;43;.;79,1;20,9;
Landskrona School of Sports AB;70072964;Landskrona;1282;Enskild;Landskrona School of Sports AB;5567206239;32;.;96,9;3,1;36;.;88,9;11,1;39;2,6;94,9;2,6;.;.;.;.;
Sandåkerskolan;77747055;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;56;1,8;85,7;12,5;68;2,9;80,9;16,2;71;.;81,7;18,3;15;.;86,7;13,3;
Seminarieskolan;41641029;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;18;.;44,4;55,6;64;.;25,0;75,0;67;4,5;91,0;4,5;50;.;34,0;66,0;
Säbyholms Montessoriskola;42908219;Landskrona;1282;Enskild;Landskrona Montessoriförening Ek.Förening;7696002794;24;4,2;66,7;29,2;24;.;79,2;20,8;24;20,8;70,8;8,3;.;.;.;.;
Västervångskolan;29541747;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;64;.;42,2;57,8;94;1,1;68,1;30,9;97;3,1;34,0;62,9;32;.;37,5;62,5;
Centralskolan;24748604;Laxå;1860;Kommunal;Laxå kommun;2120001918;59;1,7;47,5;50,8;62;1,6;53,2;45,2;65;4,6;76,9;18,5;.;.;.;.;
Lekebergsskolan 7-9;97648883;Lekeberg;1814;Kommunal;Lekebergs kommun;2120002981;78;6,4;51,3;42,3;80;1,3;57,5;41,3;81;12,3;79,0;8,6;.;.;.;.;
Profilskolan Excel;38368827;Leksand;2029;Enskild;Profilfriskolan Excel AB (svb);5590306964;15;6,7;53,3;40,0;19;.;21,1;78,9;21;4,8;90,5;4,8;.;.;.;.;
Sammilsdalskolan F-9;61834375;Leksand;2029;Kommunal;Leksands kommun;2120002163;135;14,1;51,9;34,1;135;3,0;62,2;34,8;137;25,5;69,3;5,1;.;.;.;.;
Alléskolan skolenhet Ask;51403955;Lerum;1441;Kommunal;Lerums kommun;2120001447;61;6,6;59,0;34,4;61;.;82,0;18,0;63;15,9;81,0;3,2;.;.;.;.;
Alléskolan skolenhet Bok;57470446;Lerum;1441;Kommunal;Lerums kommun;2120001447;66;3,0;74,2;22,7;72;1,4;73,6;25,0;65;3,1;80,0;16,9;.;.;.;.;
