Statistik från Skolverket, https://www.skolverket.se

Grundskola - Relationen mellan nationella prov och slutbetyg årskurs 9, svenska/svenska som andraspråk, matematik och engelska
Valt läsår: 2022/23

Exporten visar statistik om det finns minst 15 elever i årskurs 9 med både slutbetyg och provbetyg i 
ämnena svenska, matematik eller engelska.
Om data saknas visas en prick (.) istället för utfall.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Svenska, antal elever med provbetyg och slutbetyg;Svenska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Matematik, antal elever med provbetyg och slutbetyg;Matematik, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med lika slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med högre slutbetyg jämfört med provbetyget;Engelska, antal elever med provbetyg och slutbetyg;Engelska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Svenska som andraspråk, antal elever med provbetyg och slutbetyg;Svenska som andraspråk, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med högre slutbetyg jämfört med provbetyget;
Nossebro skola år 6-9;26531220;Essunga;1445;Kommunal;Essunga kommun;2120002916;60;26,7;71,7;1,7;66;3,0;92,4;4,5;64;23,4;76,6;.;.;.;.;.;
Lindgårdsskolan 7-9;95382478;Fagersta;1982;Enskild;Västanfors-Västervåla Församling;2520040524;.;.;.;.;18;.;83,3;16,7;18;.;72,2;27,8;.;.;.;.;
Risbroskolan;88657987;Fagersta;1982;Kommunal;Fagersta kommun;2120002106;89;3,4;60,7;36,0;116;0,9;78,4;20,7;116;9,5;75,0;15,5;31;.;54,8;45,2;
Apelskolan;41605059;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;58;13,8;67,2;19,0;62;1,6;80,6;17,7;65;1,5;90,8;7,7;.;.;.;.;
Falkenbergs Montessoriskola;78647439;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;15;33,3;60,0;6,7;18;.;72,2;27,8;19;10,5;89,5;.;.;.;.;.;
Skogstorpsskolan 2;71339649;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;41;22,0;58,5;19,5;65;9,2;67,7;23,1;57;10,5;87,7;1,8;19;15,8;78,9;5,3;
Söderskolan;59144575;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;49;12,2;73,5;14,3;55;3,6;90,9;5,5;55;25,5;69,1;5,5;.;.;.;.;
Tullbroskolan 1;56615270;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;25;4,0;60,0;36,0;57;1,8;75,4;22,8;57;17,5;70,2;12,3;32;12,5;68,8;18,8;
Tullbroskolan 2;59799831;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;40;5,0;70,0;25,0;57;.;56,1;43,9;56;19,6;80,4;.;18;.;83,3;16,7;
Tångaskolan 2;59944028;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;33;3,0;75,8;21,2;53;.;75,5;24,5;53;24,5;75,5;.;17;11,8;58,8;29,4;
Vesterhavsskolan;35136963;Falkenberg;1382;Enskild;Vesterhavet AB;5567870398;90;7,8;75,6;16,7;95;7,4;86,3;6,3;91;19,8;76,9;3,3;.;.;.;.;
Flobyskolan 7-9;54765026;Falköping;1499;Kommunal;Falköpings kommun;2120001744;34;5,9;67,6;26,5;34;.;88,2;11,8;39;17,9;66,7;15,4;.;.;.;.;
Gudhemsskolan;48695990;Falköping;1499;Kommunal;Falköpings kommun;2120001744;17;52,9;35,3;11,8;20;5,0;95,0;.;20;40,0;50,0;10,0;.;.;.;.;
Gustaf Dalénskolan 4-9;43269172;Falköping;1499;Kommunal;Falköpings kommun;2120001744;56;10,7;73,2;16,1;57;7,0;75,4;17,5;57;12,3;84,2;3,5;.;.;.;.;
Högstadium Centrum;17911537;Falköping;1499;Kommunal;Falköpings kommun;2120001744;136;9,6;60,3;30,1;178;5,1;80,9;14,0;172;23,3;70,3;6,4;47;14,9;83,0;2,1;
Kinnarpsskolan 7-9;51079534;Falköping;1499;Kommunal;Falköpings kommun;2120001744;28;.;71,4;28,6;32;3,1;68,8;28,1;32;9,4;71,9;18,8;.;.;.;.;
Thoren Framtid i Falköping;48252217;Falköping;1499;Enskild;Thoren Framtid AB;5567497051;.;.;.;.;18;22,2;61,1;16,7;18;16,7;66,7;16,7;.;.;.;.;
Vartoftaskolan 7-9;96973204;Falköping;1499;Kommunal;Falköpings kommun;2120001744;30;30,0;56,7;13,3;31;3,2;83,9;12,9;31;38,7;54,8;6,5;.;.;.;.;
Bjursåsskolan F-9;98702223;Falun;2080;Kommunal;Falu kommun;2120002221;44;.;56,8;43,2;48;4,2;75,0;20,8;45;20,0;77,8;2,2;.;.;.;.;
Britsarvsskolan;17033155;Falun;2080;Kommunal;Falu kommun;2120002221;73;1,4;67,1;31,5;75;2,7;65,3;32,0;80;11,3;83,8;5,0;.;.;.;.;
Friskolan Mosaik;65494903;Falun;2080;Enskild;Friskolan Mosaik i Falun ekonomisk förening;7696149751;19;36,8;63,2;.;17;11,8;64,7;23,5;16;.;100,0;.;.;.;.;.;
Hälsinggårdsskolan;28599917;Falun;2080;Kommunal;Falu kommun;2120002221;67;14,9;61,2;23,9;70;.;75,7;24,3;71;29,6;59,2;11,3;.;.;.;.;
Innovitaskolan Falun;72625090;Falun;2080;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;51;19,6;64,7;15,7;52;1,9;73,1;25,0;46;13,0;80,4;6,5;.;.;.;.;
Internationella Engelska Skolan Falun;34401115;Falun;2080;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;61;18,0;72,1;9,8;70;.;95,7;4,3;68;4,4;94,1;1,5;18;5,6;83,3;11,1;
Lärande Grundskola Falun;41444691;Falun;2080;Enskild;Lärande i Sverige AB;5565715892;46;.;50,0;50,0;49;.;59,2;40,8;47;.;74,5;25,5;.;.;.;.;
Montessoriskolan i Falun;57444890;Falun;2080;Kommunal;Falu kommun;2120002221;20;10,0;70,0;20,0;21;.;90,5;9,5;22;.;100,0;.;.;.;.;.;
Svärdsjöskolan;27506076;Falun;2080;Kommunal;Falu kommun;2120002221;46;2,2;58,7;39,1;47;2,1;40,4;57,4;42;9,5;76,2;14,3;.;.;.;.;
Västra Skolan;27153243;Falun;2080;Kommunal;Falu kommun;2120002221;149;5,4;57,0;37,6;.;.;.;.;145;9,7;80,0;10,3;.;.;.;.;
Ferlinskolan;76981284;Filipstad;1782;Kommunal;Filipstads kommun;2120001876;70;7,1;71,4;21,4;82;6,1;85,4;8,5;71;12,7;78,9;8,5;.;.;.;.;
Grosvadskolan Syd;40732962;Finspång;0562;Kommunal;Finspångs kommun;2120000423;63;1,6;47,6;50,8;73;1,4;46,6;52,1;68;1,5;76,5;22,1;.;.;.;.;
Nyhemsskolan 7-9;65487720;Finspång;0562;Kommunal;Finspångs kommun;2120000423;91;3,3;57,1;39,6;96;.;66,7;33,3;97;28,9;58,8;12,4;.;.;.;.;
Europaskolan Malmköping;38215460;Flen;0482;Enskild;Europaskolan Malmköping AB;5567480511;39;.;56,4;43,6;51;2,0;68,6;29,4;48;18,8;64,6;16,7;.;.;.;.;
Stenhammarskolan 7-9;81546814;Flen;0482;Kommunal;Flens kommun;2120000332;58;10,3;53,4;36,2;91;1,1;91,2;7,7;88;12,5;73,9;13,6;31;19,4;64,5;16,1;
Dejeskolan 4-9;48228294;Forshaga;1763;Kommunal;Forshaga kommun;2120001819;32;12,5;68,8;18,8;31;12,9;58,1;29,0;33;9,1;75,8;15,2;.;.;.;.;
Forshaga Lärcenter H-stadiet;68533503;Forshaga;1763;Kommunal;Forshaga kommun;2120001819;79;.;62,0;38,0;88;1,1;69,3;29,5;84;15,5;76,2;8,3;.;.;.;.;
Valboskolan 7-9;17089857;Färgelanda;1439;Kommunal;Färgelanda kommun;2120001421;56;19,6;75,0;5,4;62;6,5;67,7;25,8;56;35,7;64,3;.;.;.;.;.;
Djuråsskolan F-9;36819574;Gagnef;2026;Kommunal;Gagnefs kommun;2120002155;72;1,4;80,6;18,1;72;2,8;90,3;6,9;75;10,7;80,0;9,3;.;.;.;.;
Mockfjärdsskolan;95610127;Gagnef;2026;Kommunal;Gagnefs kommun;2120002155;42;9,5;71,4;19,0;44;4,5;68,2;27,3;44;29,5;61,4;9,1;.;.;.;.;
Lundåkerskolan;47236914;Gislaved;0662;Kommunal;Gislaveds kommun;2120000514;70;4,3;54,3;41,4;108;.;48,1;51,9;108;9,3;86,1;4,6;50;6,0;62,0;32,0;
Nordinskolan;40991541;Gislaved;0662;Kommunal;Gislaveds kommun;2120000514;90;28,9;53,3;17,8;104;1,0;74,0;25,0;107;29,0;66,4;4,7;.;.;.;.;
Åsenskolan;70954223;Gislaved;0662;Kommunal;Gislaveds kommun;2120000514;62;9,7;51,6;38,7;78;9,0;70,5;20,5;79;21,5;73,4;5,1;.;.;.;.;
Ölmestadskolan;85013151;Gislaved;0662;Kommunal;Gislaveds kommun;2120000514;16;12,5;81,3;6,3;27;.;66,7;33,3;25;28,0;68,0;4,0;.;.;.;.;
Frejaskolan F-9;89195825;Gnesta;0461;Kommunal;Gnesta kommun;2120002965;98;11,2;65,3;23,5;103;2,9;45,6;51,5;96;28,1;62,5;9,4;.;.;.;.;
Gnesta Waldorfskola;35159342;Gnesta;0461;Enskild;Gnesta Waldorfskoleförening;8190013030;16;.;62,5;37,5;.;.;.;.;17;5,9;58,8;35,3;.;.;.;.;
Bäckaskolan 7-9;43172419;Gnosjö;0617;Kommunal;Gnosjö kommun;2120000506;64;1,6;64,1;34,4;92;3,3;79,3;17,4;94;18,1;71,3;10,6;29;6,9;72,4;20,7;
Hillerstorpsskolan 7-9;33877675;Gnosjö;0617;Kommunal;Gnosjö kommun;2120000506;37;8,1;89,2;2,7;41;2,4;82,9;14,6;41;17,1;75,6;7,3;.;.;.;.;
Guteskolan, grundskola;42518434;Gotland;0980;Enskild;Guteskolan AB;5567044267;34;.;82,4;17,6;33;9,1;90,9;.;33;42,4;57,6;.;.;.;.;.;
Högbyskolan;94163432;Gotland;0980;Kommunal;Region Gotland;2120000803;47;8,5;48,9;42,6;58;.;53,4;46,6;52;23,1;57,7;19,2;.;.;.;.;
Innovitaskolan Visby;52229866;Gotland;0980;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;51;13,7;62,7;23,5;50;2,0;86,0;12,0;51;11,8;88,2;.;.;.;.;.;
Klinteskolan;24429776;Gotland;0980;Kommunal;Region Gotland;2120000803;16;12,5;81,3;6,3;19;.;73,7;26,3;17;23,5;52,9;23,5;.;.;.;.;
Solklintsskolan;10979668;Gotland;0980;Kommunal;Region Gotland;2120000803;25;8,0;44,0;48,0;25;.;56,0;44,0;31;.;74,2;25,8;.;.;.;.;
Södervärnsskolan;80013231;Gotland;0980;Kommunal;Region Gotland;2120000803;110;6,4;61,8;31,8;113;3,5;82,3;14,2;118;29,7;66,1;4,2;.;.;.;.;
Jättestenskolan;16891307;Grums;1764;Kommunal;Grums kommun;2120001827;82;17,1;65,9;17,1;84;.;63,1;36,9;90;10,0;82,2;7,8;.;.;.;.;
Nya Centralskolan 4-9;31381375;Grästorp;1444;Kommunal;Grästorps kommun;2120001595;52;5,8;48,1;46,2;56;.;71,4;28,6;57;8,8;86,0;5,3;.;.;.;.;
Gullstensskolan åk 7-9;89624871;Gullspång;1447;Kommunal;Gullspångs kommun;2120001637;48;4,2;54,2;41,7;59;5,1;64,4;30,5;54;24,1;63,0;13,0;.;.;.;.;
Malmens friskola;37140962;Gällivare;2523;Enskild;Malmens Friskola AB;5565528022;23;.;82,6;17,4;24;4,2;62,5;33,3;23;.;91,3;8,7;.;.;.;.;
Sjöparksskolan A;46309621;Gällivare;2523;Kommunal;Gällivare kommun;2120002726;52;5,8;59,6;34,6;52;3,8;57,7;38,5;57;43,9;52,6;3,5;.;.;.;.;
Sjöparksskolan B;42583405;Gällivare;2523;Kommunal;Gällivare kommun;2120002726;57;3,5;63,2;33,3;60;.;63,3;36,7;59;3,4;62,7;33,9;.;.;.;.;
Bergby Centralskola 1-9;55373417;Gävle;2180;Kommunal;Gävle kommun;2120002338;17;.;17,6;82,4;16;.;37,5;62,5;15;.;73,3;26,7;.;.;.;.;
Internationella Engelska Skolan Gävle;53952728;Gävle;2180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;121;13,2;61,2;25,6;191;5,8;73,8;20,4;187;10,7;85,0;4,3;70;10,0;52,9;37,1;
Kunskapsskolan Gävle;21423670;Gävle;2180;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;68;.;57,4;42,6;76;.;72,4;27,6;76;9,2;84,2;6,6;.;.;.;.;
Lillhagsskolan;51387807;Gävle;2180;Kommunal;Gävle kommun;2120002338;94;12,8;63,8;23,4;101;1,0;43,6;55,4;98;16,3;67,3;16,3;.;.;.;.;
Nynässkolan 7-9;40944032;Gävle;2180;Kommunal;Gävle kommun;2120002338;44;2,3;34,1;63,6;86;.;59,3;40,7;80;25,0;63,8;11,3;44;6,8;54,5;38,6;
Prolympia, Gävle;57578095;Gävle;2180;Enskild;Ulno AB;5566577705;104;1,0;87,5;11,5;103;1,0;79,6;19,4;105;21,0;75,2;3,8;.;.;.;.;
Sofiedalskolan;80177526;Gävle;2180;Kommunal;Gävle kommun;2120002338;138;2,2;68,8;29,0;129;0,8;71,3;27,9;142;19,7;70,4;9,9;.;.;.;.;
Stigslunds skola;91652716;Gävle;2180;Kommunal;Gävle kommun;2120002338;83;10,8;72,3;16,9;94;1,1;71,3;27,7;88;9,1;76,1;14,8;.;.;.;.;
Stora Sätraskolan;49779956;Gävle;2180;Kommunal;Gävle kommun;2120002338;19;5,3;68,4;26,3;62;.;64,5;35,5;63;6,3;81,0;12,7;42;.;66,7;33,3;
Vallbacksskolan;54990077;Gävle;2180;Kommunal;Gävle kommun;2120002338;121;10,7;64,5;24,8;141;2,8;64,5;32,6;145;15,2;77,2;7,6;28;25,0;57,1;17,9;
Vittra Gävle;11476454;Gävle;2180;Enskild;Friskolan Lyftet AB;5566044599;.;.;.;.;.;.;.;.;15;6,7;93,3;.;.;.;.;.;
Assaredsskolan;25852980;Göteborg;1480;Enskild;Assareds Skolkooperativ Ek För.;7164451390;25;4,0;76,0;20,0;24;.;70,8;29,2;24;25,0;75,0;.;.;.;.;.;
Bergsjöskolan F-9;27526205;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;33;.;84,8;15,2;37;8,1;91,9;.;35;11,4;62,9;25,7;
Bergumsskolan F-9;43545297;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;77;7,8;39,0;53,2;.;.;.;.;82;.;73,2;26,8;.;.;.;.;
Brandströmska skolan Nylöse;11295861;Göteborg;1480;Enskild;Stiftelsen för Kristen Skolverksamhet;8572054065;15;.;86,7;13,3;33;.;90,9;9,1;33;.;81,8;18,2;18;5,6;77,8;16,7;
Brunnsboskolan F-9;97649106;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;39;7,7;64,1;28,2;70;1,4;78,6;20,0;67;20,9;71,6;7,5;30;6,7;63,3;30,0;
Böskolans friskola;83071620;Göteborg;1480;Enskild;Böskolans Friskola Ek.För.;7164451473;41;.;82,9;17,1;41;.;78,0;22,0;40;27,5;72,5;.;.;.;.;.;
Centrina Kviberg;17517182;Göteborg;1480;Enskild;Vindseglet AB;5567572234;73;8,2;79,5;12,3;73;.;69,9;30,1;73;19,2;79,5;1,4;.;.;.;.;
Centrina Lindholmen;79866556;Göteborg;1480;Enskild;Vindseglet AB;5567572234;72;2,8;91,7;5,6;75;.;88,0;12,0;73;17,8;82,2;.;.;.;.;.;
Communityskolan Gårdsten;92384910;Göteborg;1480;Enskild;RM Bildning AB;5591946909;.;.;.;.;39;.;97,4;2,6;39;10,3;82,1;7,7;38;5,3;78,9;15,8;
Drakbergsskolan;60526603;Göteborg;1480;Enskild;Kannebäcks Friskoleförening;8572069568;23;4,3;60,9;34,8;23;.;39,1;60,9;23;39,1;60,9;.;.;.;.;.;
Ebba Petterssons Privatskola;88247874;Göteborg;1480;Enskild;Ebba Petterssons Privatskolas Stiftelse;8572022369;98;12,2;69,4;18,4;99;2,0;60,6;37,4;101;18,8;76,2;5,0;.;.;.;.;
Fiskebäcksskolan F-9;80408917;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;52;9,6;69,2;21,2;54;.;68,5;31,5;54;.;94,4;5,6;.;.;.;.;
Franska skolan Göteborg 6-9;51565567;Göteborg;1480;Enskild;Medborgarskolan Region Väst;8494001913;38;10,5;65,8;23,7;42;21,4;71,4;7,1;43;32,6;67,4;.;.;.;.;.;
Freinetskolan Bild & Form;31872640;Göteborg;1480;Enskild;Freinétskolan Bild & Form Masthugget Kb;9696774224;22;27,3;54,5;18,2;28;28,6;71,4;.;23;47,8;47,8;4,3;.;.;.;.;
Frejaskolan F-9;44605298;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;72;4,2;70,8;25,0;91;2,2;73,6;24,2;83;9,6;84,3;6,0;18;5,6;94,4;.;
Fridaskolan Kvillebäcken;56328727;Göteborg;1480;Enskild;Fridaskolorna AB;5564515988;74;4,1;68,9;27,0;72;.;83,3;16,7;69;18,8;73,9;7,2;.;.;.;.;
Frölundaskolan F-9;16464648;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;39;.;71,8;28,2;41;4,9;92,7;2,4;30;6,7;80,0;13,3;
Gamlestadsskolan F-9;29744401;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;19;5,3;52,6;42,1;42;14,3;71,4;14,3;47;27,7;66,0;6,4;24;16,7;54,2;29,2;
Glöstorpsskolan 7-9;85656343;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;74;12,2;55,4;32,4;93;2,2;96,8;1,1;87;16,1;73,6;10,3;23;.;73,9;26,1;
Guldhedsskolan F-9;11814097;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;49;4,1;69,4;26,5;60;1,7;88,3;10,0;60;25,0;48,3;26,7;.;.;.;.;
Gårdstensskolan 4-9;31127129;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;79;10,1;81,0;8,9;84;56,0;40,5;3,6;81;6,2;79,0;14,8;
Gärdsåsskolan 4-9;93904124;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;18;5,6;50,0;44,4;47;6,4;66,0;27,7;44;25,0;50,0;25,0;21;4,8;52,4;42,9;
Göteborgs Högre Samskola gr.;52538248;Göteborg;1480;Enskild;Stiftelsen Göteborgs Högre Samskola;8572059197;141;2,8;73,8;23,4;143;1,4;91,6;7,0;137;4,4;85,4;10,2;.;.;.;.;
Hovåsskolan F-9;99319890;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;65;1,5;75,4;23,1;65;.;64,6;35,4;71;18,3;78,9;2,8;.;.;.;.;
Innovitaskolan Johanneberg;87139814;Göteborg;1480;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;76;1,3;72,4;26,3;81;.;65,4;34,6;86;2,3;86,0;11,6;.;.;.;.;
Innovitaskolan S:t Jörgen;27265374;Göteborg;1480;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;70;5,7;60,0;34,3;62;1,6;50,0;48,4;68;20,6;61,8;17,6;.;.;.;.;
Internationella Engelska Skolan Johanneberg;41921747;Göteborg;1480;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;86;8,1;76,7;15,1;171;1,2;94,2;4,7;172;21,5;77,3;1,2;79;3,8;48,1;48,1;
ISGR/Swedish-English;80498460;Göteborg;1480;Enskild;Göteborgsregionens Internationella Skola AB;5565275657;45;2,2;62,2;35,6;54;3,7;66,7;29,6;53;7,5;75,5;17,0;.;.;.;.;
JENSEN grundskola Göteborg;62764006;Göteborg;1480;Enskild;Jensen Education College AB;5566358759;56;.;82,1;17,9;57;.;78,9;21,1;57;5,3;80,7;14,0;.;.;.;.;
Jättestensskolan F-9;55124975;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;46;4,3;63,0;32,6;71;.;80,3;19,7;66;15,2;75,8;9,1;19;.;94,7;5,3;
Katolska skolan av Notre Dame;45045293;Göteborg;1480;Enskild;Vår Fru AB;5591760342;.;.;.;.;37;.;81,1;18,9;41;4,9;75,6;19,5;22;13,6;63,6;22,7;
Klarebergsskolan F-9;71204165;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;98;1,0;69,4;29,6;.;.;.;.;104;1,9;83,7;14,4;.;.;.;.;
Kristinaskolan;46512685;Göteborg;1480;Enskild;Stiftelsen för Kristna Skolor i Angeredområdet;8572042193;.;.;.;.;19;.;42,1;57,9;17;.;82,4;17,6;15;40,0;40,0;20,0;
Kunskapsskolan Krokslätt;83045482;Göteborg;1480;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;36;2,8;72,2;25,0;47;.;87,2;12,8;44;25,0;70,5;4,5;.;.;.;.;
Kvibergsskolan F-9;79522184;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;44;15,9;72,7;11,4;88;.;89,8;10,2;83;16,9;67,5;15,7;44;6,8;84,1;9,1;
Kålltorpsskolan 4-9;16954837;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;127;11,0;66,9;22,0;146;2,7;79,5;17,8;142;47,9;50,0;2,1;.;.;.;.;
Kärralundsskolan F-9;14037390;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;72;1,4;75,0;23,6;73;2,7;93,2;4,1;76;13,2;84,2;2,6;.;.;.;.;
Kärraskolan F-9;46391611;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;58;8,6;79,3;12,1;80;.;75,0;25,0;76;30,3;65,8;3,9;.;.;.;.;
Lindåsskolan F-9;87375656;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;58;1,7;62,1;36,2;64;.;60,9;39,1;64;.;95,3;4,7;.;.;.;.;
Lundenskolan F-9;62419611;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;47;.;80,9;19,1;54;1,9;90,7;7,4;54;18,5;64,8;16,7;.;.;.;.;
Lärjeskolan F-9;39701961;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;82;1,2;74,4;24,4;83;9,6;84,3;6,0;66;3,0;43,9;53,0;
Lövgärdesskolan 4-9;31928894;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;32;12,5;68,8;18,8;45;.;95,6;4,4;44;18,2;77,3;4,5;.;.;.;.;
Martinaskolan;47927698;Göteborg;1480;Enskild;Waldorfföreningen, Martinaskolan, ekonomisk förening;7164449576;.;.;.;.;20;.;60,0;40,0;18;.;66,7;33,3;.;.;.;.;
Montessoriskolan Casa;76938537;Göteborg;1480;Enskild;Stiftelsen Casa Dei Bambini;8520004261;30;10,0;76,7;13,3;29;.;89,7;10,3;30;.;96,7;3,3;.;.;.;.;
Montessoriskolan Centrum;73995321;Göteborg;1480;Enskild;Stiftelsen Montessoriskolan Centrum;8572066309;25;8,0;88,0;4,0;26;.;61,5;38,5;27;22,2;77,8;.;.;.;.;.;
Montessoriskolan Elyseum 6-9;75602219;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;16;6,3;87,5;6,3;21;.;81,0;19,0;24;4,2;87,5;8,3;.;.;.;.;
Montessoriskolan Skäret;25894254;Göteborg;1480;Enskild;Skäret Skolkooperativ Ek.För.;7164452323;38;5,3;65,8;28,9;39;12,8;71,8;15,4;43;4,7;76,7;18,6;.;.;.;.;
Noblaskolan Nya Hovås åk 6-9;21497343;Göteborg;1480;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;110;7,3;71,8;20,9;111;0,9;72,1;27,0;96;6,3;78,1;15,6;.;.;.;.;
Nordhemsskolan F-9;19804936;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;170;13,5;55,3;31,2;173;1,7;83,2;15,0;180;26,7;67,2;6,1;.;.;.;.;
Nordlyckeskolan 7-9;93002896;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;138;1,4;68,8;29,7;132;.;96,2;3,8;137;5,1;87,6;7,3;.;.;.;.;
Nygårdsskolan F-9;65651613;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;85;10,6;64,7;24,7;79;.;73,4;26,6;79;22,8;73,4;3,8;.;.;.;.;
Nytorpsskolan 4-9;47120557;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;56;1,8;96,4;1,8;57;.;77,2;22,8;54;7,4;90,7;1,9;
Prolympia Göteborg;54367867;Göteborg;1480;Enskild;Gothenburg Association AB;5567295851;108;2,8;67,6;29,6;112;.;73,2;26,8;108;2,8;78,7;18,5;.;.;.;.;
Påvelundsskolan F-9;77556882;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;164;2,4;63,4;34,1;184;1,6;82,6;15,8;183;20,2;78,1;1,6;.;.;.;.;
Rudolf Steinerskolan Göteborg;42817980;Göteborg;1480;Enskild;Stiftelsen Rudolf Steinerskolan;8572019142;20;.;70,0;30,0;20;.;90,0;10,0;20;.;95,0;5,0;.;.;.;.;
Ryaskolan F-9;71424690;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;33;.;90,9;9,1;31;16,1;67,7;16,1;28;14,3;71,4;14,3;
Sandeklevsskolan F-9;91683255;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;33;.;87,9;12,1;32;15,6;81,3;3,1;31;6,5;80,6;12,9;
Sannaskolan 7-9;49474076;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;105;5,7;59,0;35,2;108;0,9;75,0;24,1;109;18,3;76,1;5,5;.;.;.;.;
Santosskolan 7-9;76261770;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;135;8,1;65,9;25,9;145;.;80,7;19,3;144;9,7;69,4;20,8;25;16,0;64,0;20,0;
Sjumilaskolan F-9;39406080;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;24;.;66,7;33,3;20;5,0;75,0;20,0;18;.;72,2;27,8;
Skälltorpsskolan 7-9;21231498;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;67;19,4;67,2;13,4;63;.;69,8;30,2;84;27,4;70,2;2,4;.;.;.;.;
Stiftelsen The English School Gothenburg;66890810;Göteborg;1480;Enskild;Stiftelsen English School In Gothenburg;8551009148;15;6,7;40,0;53,3;42;2,4;85,7;11,9;43;2,3;97,7;.;25;12,0;64,0;24,0;
Styrsöskolan F-9;81179515;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;40;.;55,0;45,0;41;.;56,1;43,9;40;7,5;72,5;20,0;.;.;.;.;
Svartedalsskolan 4-9;10245367;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;.;.;.;.;71;.;84,5;15,5;71;.;76,1;23,9;63;7,9;63,5;28,6;
Toleredsskolan F-9;43055932;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;59;3,4;59,3;37,3;84;.;85,7;14,3;81;16,0;70,4;13,6;22;.;81,8;18,2;
Torpaskolan F-9;11465652;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;31;19,4;35,5;45,2;42;2,4;85,7;11,9;38;39,5;55,3;5,3;.;.;.;.;
Torslandaskolan 7-9;89487045;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;145;4,1;64,1;31,7;153;1,3;90,8;7,8;155;2,6;74,2;23,2;.;.;.;.;
